id,address,bad_address,PO,score,precision,precise_geocode,fips_tract_id,fraction_assisted_income,fraction_high_school_edu,median_income,fraction_no_health_ins,fraction_poverty,fraction_vacant_housing,dep_index,lat,lon,fips_block_group_id,total_crime,personal_crime,murder,rape,robbery,assault,property_crime,burglary,larceny,motor_vehicle_theft
5400040073,3329 GRAYDON AV CINCINNATI OH 45207,FALSE,FALSE,0.922,range,TRUE,39061003900,0.35190217391304346,0.8130841121495327,26389,0.11925601750547046,0.37797454344216935,0.3023696682464455,0.5568726678816738,39.137718,-84.469708,390610039001,229,429,996,233,803,286,199,455,125,216
59400100515,955 SCHUMARD AV LINCOLN HEIGHTS OH 45215,FALSE,FALSE,0.932,range,TRUE,39061022700,0.41381668946648426,0.8289296909986565,23662,0.18722139673105498,0.38959881129271917,0.17957351290684623,0.5825010468619709,39.237191,-84.459018,390610227003,222,189,340,54,362,132,227,381,188,189
60200080044,4229 SIBLEY AV SILVERTON OH 45236,FALSE,FALSE,0.919,range,TRUE,39061023800,0.13088177145116647,0.9063885267275098,36794,0.09832512315270936,0.12063428342031313,0.13271604938271606,0.3653744258801755,39.197777,-84.398106,390610238001,118,76,33,84,138,48,124,144,118,128
51001010052,3630 POOLE RD COLERAIN TOWNSHIP OH 45251,FALSE,FALSE,0.535,street,TRUE,39061020705,0.18494795836669337,0.8835978835978836,47630,0.07107341327873647,0.14858145656624744,0.06301575393848462,0.36345598103687904,39.225757,-84.588192,390610207052,130,48,41,143,41,37,142,170,146,47
9500050041,2131 VINE ST CINCINNATI OH 45202,FALSE,FALSE,0.859,street,TRUE,39061002500,0.05582761998041136,0.872,25276,0.0677432059866089,0.5454903505317054,0.177276390008058,0.4757463557556497,39.120217,-84.516996,390610025001,303,270,348,119,645,129,308,346,286,402
4100010010,3611 SHAW AV CINCINNATI OH 45208,FALSE,FALSE,0.92,range,TRUE,39061005000,0.050860420650095606,0.9554655870445344,65156,0.04991783073130649,0.06286067600989283,0.11265693926026468,0.26563401966999745,39.142703,-84.439909,390610050001,230,136,102,138,290,69,245,284,245,152
51000410420,9982 DUNRAVEN DR COLERAIN TOWNSHIP OH 45251,FALSE,FALSE,0.741,range,TRUE,39061020742,0.2519582245430809,0.8571974035891562,47083,0.14461332141260616,0.14073071718538566,0.11033681765389082,0.41788001180810513,39.252545,-84.578766,390610207421,78,55,58,177,23,49,81,206,53,20
24700060285,1135 WIONNA AV CINCINNATI OH 45224,FALSE,FALSE,0.922,range,TRUE,39061011100,0.13953488372093023,0.935687263556116,49854,0.06868131868131869,0.08460076045627377,0.11428571428571428,0.3232267742937359,39.203833,-84.536645,390610111001,74,73,154,187,92,46,74,157,56,31
61201500517,10960 E ALLENHURST BLVD BLUE ASH OH 45241,FALSE,FALSE,0.824,range,TRUE,39061023501,0.03676048248133257,0.9477658904971681,101984,0.0434883182974786,0.03269944341372913,0.06848582129481005,0.20847197268480477,39.266442,-84.387294,390610235011,146,42,50,73,74,22,162,91,196,51
59002310126,1119 GARNOA DR SPRINGFIELD TOWNSHIP OH 45231,FALSE,FALSE,0.733,range,TRUE,39061022101,0.049970255800118976,0.9548846675712347,58711,0.06700125470514429,0.1312877263581489,0.05879059350503919,0.2898257566119666,39.242654,-84.523755,390610221014,94,30,58,25,55,19,104,95,113,55
3700030043,6406 ROE ST CINCINNATI OH 45227,FALSE,FALSE,0.96,range,TRUE,39061005600,0.16300940438871472,0.8674838112858464,45230,0.16413744985173556,0.19592476489028213,0.0995059985885674,0.41384723819108354,39.15527,-84.386534,390610056004,185,207,408,316,304,144,182,323,149,123
59500080299,1947 STERLING AV NORTH COLLEGE HILL OH 45239,FALSE,FALSE,0.937,range,TRUE,39061021802,0.16458658346333854,0.9188576609247506,49167,0.12686804451510333,0.11796502384737678,0.20864197530864198,0.37574857083268215,39.213328,-84.558362,390610218023,114,76,116,151,77,63,119,146,117,72
11500070009,3989 BEECHWOOD AV CINCINNATI OH 45229,FALSE,FALSE,0.922,range,TRUE,39061006500,0.18785471055618616,0.8827201051248358,56513,0.07545086492454914,0.2029167714357556,0.2365684575389948,0.3923808493287681,39.156913,-84.483795,390610065005,66,74,130,20,160,44,64,183,35,37
55001610086,5921 WERK RD GREEN TOWNSHIP OH 45248,FALSE,FALSE,0.721,range,TRUE,39061021002,0.050724637681159424,0.9291497975708503,63163,0.08863573214781884,0.10919699916643512,0.047619047619047616,0.29257552067289844,39.143034,-84.644852,390610210023,26,9,5,35,7,6,28,52,24,8
13100070229,1922 CATALINA AV CINCINNATI OH 45237,FALSE,FALSE,0.922,range,TRUE,39061006300,0.15276967930029153,0.888420245398773,38470,0.11028192371475953,0.1423794928949568,0.12455334354262379,0.3831314993957367,39.171117,-84.461759,390610063004,233,221,417,195,414,137,234,307,219,197
5800010049,3518 HUDSON AV CINCINNATI OH 45207,FALSE,FALSE,0.922,range,TRUE,39061003800,0.42660550458715596,0.7673716012084593,15745,0.11066843736166446,0.4540612516644474,0.30793650793650795,0.618600616575635,39.141692,-84.467686,390610038002,236,365,821,166,678,251,217,410,161,223
51000240123,2740 GREENBROOK LN COLERAIN TOWNSHIP OH 45251,FALSE,FALSE,0.751,range,TRUE,39061020504,0.051969823973176864,0.9305613305613306,87569,0.08960176991150443,0.05558628318584071,0.0844205679201842,0.2567367977180334,39.288122,-84.572479,390610205041,71,41,34,121,44,28,76,92,76,41
55002010182,5979 GAINES RD GREEN TOWNSHIP OH 45247,FALSE,FALSE,0.618,range,TRUE,39061020812,0.04581447963800905,0.9467841984982044,71007,0.055114320096269556,0.06919912896201307,0.07628004179728318,0.25933391633914143,39.201583,-84.638959,390610208122,59,19,36,44,23,13,65,63,70,34
54000600136,5358 LILIBET CT DELHI TOWNSHIP OH 45238,FALSE,FALSE,0.754,range,TRUE,39061021303,0.03723404255319149,0.9339179455057939,79750,0.048504273504273505,0.030277002362035645,0.029259896729776247,0.2327838492554195,39.115521,-84.619019,390610213032,25,10,3,59,3,5,27,40,27,5
17900750537,1292 MCKEONE AV CINCINNATI OH 45205,FALSE,FALSE,0.922,range,TRUE,39061009700,0.3494598403006106,0.7811955890887986,27845,0.13112827400940227,0.42612491605104097,0.1738455568490493,0.5644072163546874,39.115288,-84.586248,390610097005,193,294,563,397,407,223,178,322,145,117
1900020125,1338 HERLIN PL CINCINNATI OH 45208,FALSE,FALSE,0.951,range,TRUE,39061004800,0.006934812760055479,0.9795373665480427,108710,0.01612403100775194,0.026976744186046512,0.017041581458759374,0.16719655294622138,39.128144,-84.424511,390610048002,142,73,36,230,94,39,153,208,148,70
50002810394,6996 QUEENSWAY LN ANDERSON TOWNSHIP OH 45230,FALSE,FALSE,0.75,range,TRUE,39061025001,0.061718098415346125,0.9662534435261708,79464,0.038348563968668405,0.14513477975016437,0.043859649122807015,0.25917282508266687,39.086554,-84.361903,390610250014,26,26,14,146,26,7,26,34,26,5
52100020167,2 MELISSA CT TERRACE PARK OH 45174,FALSE,FALSE,0.856,street,TRUE,39061027300,0.012387387387387387,0.9658068386322736,117500,0.04654711942006868,0.05231004200076365,0.07112970711297072,0.18681489523397432,39.161056,-84.314701,390610273003,25,27,25,28,52,17,25,45,20,17
24500060047,28 WOODSDALE AV CINCINNATI OH 45216,FALSE,FALSE,0.922,range,TRUE,39061006000,0.18088986141502553,0.8929331127393051,36036,0.08798882681564246,0.16236033519553073,0.14366021236727045,0.39186295288543566,39.214677,-84.472923,390610060003,109,97,174,62,193,59,111,198,92,63
57000500301,7841 SURREYWOOD DR MIAMI TOWNSHIP OH 45052,FALSE,FALSE,0.763,range,TRUE,39061020404,0.037418655097613884,0.9313940724478595,88816,0.0207883898803687,0.026475779564620515,0.014430785676109033,0.21135947477141226,39.147254,-84.706102,390610204043,21,12,18,27,13,8,22,23,24,8
55000410311,5286 SIDNEY RD GREEN TOWNSHIP OH 45238,FALSE,FALSE,0.74,range,TRUE,39061010700,0.16326530612244897,0.911993097497843,47543,0.11260210035005834,0.17386231038506417,0.04296875,0.36835826739148225,39.12541,-84.613928,390610107001,170,149,159,70,332,81,174,184,183,78
52002140068,5731 MONNING PL COLUMBIA TOWNSHIP OH 45227,FALSE,FALSE,0.735,range,TRUE,39061005500,0.32879475542107917,0.8406169665809768,32909,0.13002854918245524,0.31131339401820546,0.18125516102394715,0.5069641320516399,39.167204,-84.394386,390610055004,255,282,478,279,490,187,251,347,232,184
59002820347,12065 HAZELHURST LN SPRINGFIELD TOWNSHIP OH 45240,FALSE,FALSE,0.739,range,TRUE,39061021571,0.17576243980738362,0.9348098620977852,61500,0.10838272650296359,0.15484234234234234,0.06666666666666667,0.3465281655543085,39.301661,-84.535348,390610215711,128,58,85,85,72,47,139,116,159,28
100050097,6254 CRESTVIEW PL CINCINNATI OH 45230,FALSE,FALSE,0.945,range,TRUE,39061004604,0.1732484076433121,0.937609841827768,60064,0.019646924829157177,0.12492836676217765,0.16666666666666666,0.3208147873909402,39.097664,-84.384884,390610046041,125,156,378,186,231,115,120,231,99,40
54000330120,5056 FRANCISVIEW DR DELHI TOWNSHIP OH 45238,FALSE,FALSE,0.775,range,TRUE,39061021421,0.04778393351800554,0.948060486522025,86371,0.07406578652942493,0.02729917207428955,0.032171581769437,0.23269646007939462,39.081583,-84.611169,390610214214,58,24,16,80,24,16,63,99,57,32
18000800026,4736 GLENWAY AV CINCINNATI OH 45238,FALSE,FALSE,0.922,range,TRUE,39061009901,0.13511972633979474,0.8806509945750453,49643,0.1172737955346651,0.13658070678127984,0.12168252378567852,0.36910350862209723,39.116489,-84.595602,390610099011,102,112,209,216,115,92,100,244,59,101
51000320424,2609 MERRITTVIEW LN COLERAIN TOWNSHIP OH 45231,FALSE,FALSE,0.765,range,TRUE,39061021509,0.2302711452853096,0.8365180467091295,45604,0.0928485576923077,0.2863183328299607,0.08243594504270331,0.437050367275226,39.268689,-84.571771,390610215095,80,29,16,165,5,19,87,124,87,12
59900700299,850 CLEARFIELD LN SPRINGDALE OH 45240,FALSE,FALSE,0.797,range,TRUE,39061021501,0.09085963003264418,0.9415829145728644,55714,0.09230086532061238,0.09692618353152345,0.09901960784313725,0.31201136562405535,39.304967,-84.508419,390610215011,112,39,32,216,16,21,122,67,152,13
24800010022,3020 WEST TOWER AV CINCINNATI OH 45238,FALSE,FALSE,0.943,range,TRUE,39061010900,0.23395613322502032,0.8752873563218391,31847,0.16215199398043642,0.26034612490594433,0.05525709900230238,0.4554923502070918,39.132613,-84.601335,390610109001,278,222,337,170,442,133,287,295,287,269
17900780057,4056 VINEDALE AV CINCINNATI OH 45205,FALSE,FALSE,0.922,range,TRUE,39061009700,0.3494598403006106,0.7811955890887986,27845,0.13112827400940227,0.42612491605104097,0.1738455568490493,0.5644072163546874,39.104309,-84.586379,390610097003,101,118,262,158,133,102,98,212,68,81
52001720079,6831 WINDWARD AV COLUMBIA TOWNSHIP OH 45227,FALSE,FALSE,0.731,range,TRUE,39061005600,0.16300940438871472,0.8674838112858464,45230,0.16413744985173556,0.19592476489028213,0.0995059985885674,0.41384723819108354,39.153852,-84.378738,390610056002,105,39,55,15,101,15,115,167,105,78
17900750214,1048 SUNSET AV CINCINNATI OH 45205,FALSE,FALSE,0.922,range,TRUE,39061009700,0.3494598403006106,0.7811955890887986,27845,0.13112827400940227,0.42612491605104097,0.1738455568490493,0.5644072163546874,39.112091,-84.585264,390610097004,252,346,622,519,495,248,238,362,209,187
11900010082,1739 NORTHCUTT AV CINCINNATI OH 45237,FALSE,FALSE,0.896,range,TRUE,39061006300,0.15276967930029153,0.888420245398773,38470,0.11028192371475953,0.1423794928949568,0.12455334354262379,0.3831314993957367,39.173876,-84.4666,390610063003,133,179,364,259,276,120,126,312,64,207
55002430066,6673 POWNER FARM DR GREEN TOWNSHIP OH 45248,FALSE,FALSE,0.765,range,TRUE,39061021101,0.002937720329024677,0.9597113650030066,85671,0.03346774193548387,0.06763872012960713,0.0565410199556541,0.21836435364935775,39.15658,-84.666803,390610211012,16,9,12,27,9,5,17,20,17,8
60800050170,3511 BEEKLEY WOODS DR SHARONVILLE OH 45241,FALSE,FALSE,0.941,range,TRUE,39061023002,0.042938931297709926,0.9164926931106472,55119,0.07803525450584274,0.05749405233941316,0.027829313543599257,0.28302682428736314,39.268933,-84.410181,390610230023,192,71,57,155,72,57,210,160,241,73
7200020282,1227 MARTIN DR CINCINNATI OH 45202,FALSE,FALSE,0.951,range,TRUE,39061026800,0.00411522633744856,0.9834123222748815,81402,0.04002501563477173,0.05378361475922452,0.13291703835860838,0.22474669473701697,39.108586,-84.493594,390610268001,318,213,230,186,502,91,334,315,349,255
8800070090,246 EARNSHAW AV CINCINNATI OH 45219,FALSE,FALSE,0.922,range,TRUE,39061002200,0.237045203969129,0.8253061224489796,24660,0.1398795738767948,0.3700787401574803,0.33650329188002925,0.5346882909798587,39.121228,-84.506314,390610022002,296,372,723,276,617,273,284,411,263,168
62902310012,9400 CUNNINGHAM RD INDIAN HILL OH 45243,FALSE,FALSE,0.814,range,TRUE,39061024400,0.029745042492917848,0.9927563150074294,167500,0.020232345646782404,0.04072575381803942,0.09516180711310478,0.12043720973997506,39.19973,-84.308398,390610244006,162,147,179,208,183,120,164,174,165,133
4000020104,3751 HYDE PARK AV CINCINNATI OH 45209,FALSE,FALSE,0.922,range,TRUE,39061005200,0.04912663755458515,0.9321522804372409,74211,0.09966120835686053,0.09974640743871513,0.10721247563352826,0.2880369629515639,39.146821,-84.437076,390610052003,251,143,76,85,367,56,267,289,271,184
54000400362,4993 DUEBBER DR DELHI TOWNSHIP OH 45238,FALSE,FALSE,0.754,range,TRUE,39061021401,0.19002822201317027,0.8919172932330827,39675,0.0746588693957115,0.1742992499013028,0.08044982698961937,0.3812906142253641,39.101511,-84.607025,390610214012,150,38,20,74,53,26,167,145,186,68
61201120040,5 MUIRFIELD LN BLUE ASH OH 45241,FALSE,FALSE,0.796,range,TRUE,39061023501,0.03676048248133257,0.9477658904971681,101984,0.0434883182974786,0.03269944341372913,0.06848582129481005,0.20847197268480477,39.241217,-84.403766,390610235012,96,21,8,22,12,26,107,48,135,16
55001810077,4211 RACE RD GREEN TOWNSHIP OH 45211,FALSE,FALSE,0.734,range,TRUE,39061020802,0.034328358208955224,0.9405176704828273,74387,0.051885160843998614,0.06572120373573158,0.024745269286754003,0.24598390819390992,39.167808,-84.629866,390610208023,28,15,6,24,22,10,30,39,30,10
50100100063,5027 VILLAGE DR NEWTOWN OH 45244,FALSE,FALSE,0.94,range,TRUE,39061024902,0.034594594594594595,0.9656777196044212,116619,0.04346704501483297,0.015320695923136847,0.033101045296167246,0.17797290118293568,39.118491,-84.332253,390610249024,36,25,19,12,69,8,37,40,36,40
60800300205,5089 LORD ALFRED CT SHARONVILLE OH 45241,FALSE,FALSE,0.944,range,TRUE,39061022302,0.07533964594483326,0.9203581526861452,66537,0.12659870250231697,0.12696941612604262,0.017394822006472493,0.3117193452836875,39.28663,-84.380142,390610223023,63,42,35,26,97,20,66,73,68,35
59100080228,11754 HAMLET RD FOREST PARK OH 45240,FALSE,FALSE,0.954,range,TRUE,39061021506,0.15377446411929171,0.902672718103883,48438,0.08933626926706512,0.13200379867046533,0.13537469782433523,0.3600056595466214,39.294485,-84.504638,390610215061,59,37,28,179,15,24,63,110,56,5
